"Month","Hour","DayOfWeek","Holiday","Temperature","Humidity","SquareFootage","Occupancy","HVACUsage","LightingUsage","RenewableEnergy","EnergyConsumption"
"4",5,"Saturday","Yes",28.63608143372868,48.77821874205838,1004.3091393521968,2,"On","On",24.00637093262537,"94.31277615313834"
"4",22,"Tuesday","Yes",20.007565,59.969085,1377.8748907651343,0,"Off","On",6.637843188102639,"59.30343174410952"
"7",7,"Sunday","No",29.998671,58.48980850601128,1570.96666188987,8,"On","Off",0.4775171503220683,"91.97600548685725"
"1",9,"Monday","Yes",23.29192838163296,52.13917932411496,1249.7397170946444,2,"On","Off",23.03488279659064,"76.96119913359442"
"8",2,"Sunday","Yes",28.75868882298949,40.22591422875283,1061.4911301853467,4,"Off","Off",7.184447905800248,"88.96834849159241"
"8",0,"Thursday","No",23.89461336778891,54.09963010205762,1738.295486922581,6,"On","On",7.1003486186365485,"70.58450685406362"
"6",2,"Monday","Yes",21.34876787531929,35.13293392295155,1960.703249973203,3,"Off","Off",3.013339133365439,"74.83498215492543"
"4",7,"Tuesday","Yes",24.459486502094595,36.51391759074632,1708.3672042164835,0,"On","On",23.889906467455745,"67.4093888379015"
"5",17,"Monday","No",29.998671,43.18490928307957,1897.304300421063,8,"Off","On",24.29195625253856,"70.98241992538658"
"9",9,"Saturday","Yes",28.96221974009013,57.61724192115105,1380.8718145170888,0,"Off","On",4.750994375987615,"99.20112"
"10",11,"Monday","No",25.946524059395937,57.592954955782616,1259.5911669373866,7,"Off","On",19.16715139906138,"75.56573702355216"
"3",6,"Monday","No",20.358858463812435,36.45239027300463,1518.3585832765275,6,"Off","Off",2.9626582716504144,"55.70992647779552"
"4",8,"Friday","No",20.007565,51.51050942506123,1145.461292265172,7,"On","Off",21.66056902955928,"64.20435207136842"
"2",14,"Tuesday","No",20.22512832253564,58.49865436329298,1590.2864786400585,5,"Off","Off",22.93203165619756,"56.8498285541253"
"1",1,"Thursday","No",22.51423492537941,50.69597172997662,1916.2943137907896,9,"On","Off",13.50053423515493,"73.59698894167262"
"8",22,"Friday","No",22.648183520357605,53.57263979907206,1446.4274857205648,3,"Off","On",27.612471164839327,"67.16195216811056"
"9",18,"Thursday","Yes",23.425324012124563,35.21004657622071,1905.047404421983,2,"Off","On",15.33379202798235,"59.99418340116836"
"1",15,"Friday","Yes",21.30169407206605,45.61614859710462,1290.2869576192677,7,"Off","Off",4.419866703697401,"63.58213875013972"
"10",18,"Sunday","Yes",20.906176713403298,31.42118449299777,1704.71655976364,0,"On","On",15.29693209403383,"67.39296548942146"
"10",15,"Wednesday","Yes",26.97641906530121,35.82846046208222,1321.5677365882173,9,"On","Off",15.774851677992649,"85.19180482598183"
"1",2,"Friday","Yes",26.040894955045736,47.538231978862726,1494.2672203558873,8,"On","On",11.35995327760961,"91.59435479545417"
"9",16,"Thursday","Yes",24.98843524822555,50.6582589484194,1301.3136272358693,0,"On","On",6.6669652670850095,"81.97162206006102"
"4",2,"Saturday","No",25.05946822905488,49.28713510121705,1460.9743104540091,7,"On","On",25.8052867978224,"86.3144838966546"
"1",6,"Thursday","Yes",22.86227737146848,55.5580383716731,1907.7603077447377,7,"On","On",8.730163808841722,"82.21564364553204"
"3",19,"Thursday","No",28.872191828427063,33.45564915382265,1835.4234268714292,2,"Off","On",7.794137938945286,"88.21754299475016"
"11",13,"Thursday","No",27.958803752583147,54.06734806539871,1170.6312567001928,5,"On","On",22.713808651344195,"78.69971610237657"
"12",3,"Monday","No",22.78860408666016,59.969085,1357.213562194606,4,"Off","On",17.569500911695137,"77.60994347284698"
"3",13,"Thursday","Yes",25.094431725731912,30.204344348033395,1815.6282061824995,3,"Off","Off",28.46031174959753,"83.8878525249592"
"8",17,"Saturday","Yes",26.678594865588718,44.537864701343295,1046.3336007949383,2,"On","Off",21.58496156473487,"90.19734965725272"
"9",18,"Tuesday","No",22.10139641462834,54.58899169714806,1018.6913952797768,5,"On","On",24.701687231096084,"68.69607572978391"
"11",4,"Friday","Yes",29.998671,38.713226784112265,1999.982252,5,"On","On",29.965327,"87.99041166604131"
"12",9,"Tuesday","Yes",20.007565,46.87474823653499,1301.0646928017072,3,"On","Off",17.88546626894666,"72.41348871307059"
"3",6,"Saturday","No",29.998671,59.969085,1069.9856933584333,6,"On","Off",19.20103757451203,"79.42771451042805"
"1",12,"Thursday","No",25.35449118222295,32.51025352905606,1675.2911010664516,9,"Off","Off",22.5340326917151,"70.11778994803151"
"1",1,"Wednesday","Yes",27.529605083656385,59.79625782139683,1624.014307387945,7,"Off","On",27.23630976866811,"95.4029596891022"
"2",22,"Friday","Yes",25.38193875843749,51.104866012830215,1709.68048079528,7,"Off","On",19.034463667538944,"74.86247537123884"
"12",14,"Tuesday","Yes",22.01046861029877,55.67777770811412,1477.3815550319207,8,"Off","On",26.125846937338977,"67.90004466909484"
"7",20,"Thursday","No",23.04878123463013,35.59198105456592,1612.1716159925554,6,"Off","Off",29.965327,"72.3994108058098"
"4",0,"Friday","Yes",21.321483523521465,37.48655820474855,1999.982252,3,"On","On",18.990767211730464,"72.70712389771388"
"7",3,"Wednesday","Yes",24.072799609385434,32.77041464187677,1490.1414832819194,2,"On","Off",4.966987161442495,"61.3796379889147"
"10",6,"Friday","No",22.85067677983573,34.27125713226454,1509.7896388339957,4,"Off","On",10.850500330411355,"76.98838772692235"
"12",11,"Monday","Yes",21.424276817949096,34.77440911698084,1082.570609951164,7,"Off","On",29.965327,"95.5246753146789"
"1",12,"Tuesday","Yes",26.703875046532723,38.37927804200449,1422.8399067703267,2,"On","On",27.41540256954928,"81.51851629194611"
"8",13,"Wednesday","Yes",28.02239845088965,43.89580961718101,1141.4430436106647,9,"On","Off",27.97876319054833,"78.37179583853316"
"11",20,"Thursday","Yes",23.36410781095908,54.38279215143214,1000.512661,2,"On","Off",11.512548855504932,"68.69847264566006"
"1",21,"Friday","Yes",22.553950124150788,41.04818250308767,1317.1613295680822,1,"On","On",15.189540736366672,"85.42767734648194"
"1",6,"Friday","No",24.982577673412933,38.75725353435492,1604.7995817812334,4,"On","Off",12.101592461636146,"75.92716537758582"
"7",10,"Friday","Yes",26.81757883697012,48.09557584221945,1203.270320486065,2,"Off","On",14.97915277960785,"69.04781657358289"
"6",14,"Saturday","No",26.808571037631143,55.676329587330926,1417.3422234927134,3,"On","Off",2.742937606049775,"78.65041026655074"
"11",4,"Monday","No",21.262881754840127,53.97959312557798,1261.967073460425,5,"Off","On",14.144033435941116,"57.076188719027535"
"11",21,"Wednesday","No",22.7415862146656,34.70715948062222,1677.9632850395822,2,"On","Off",12.251824884273509,"72.66051808165412"
"11",8,"Thursday","No",28.63602556563724,44.97641317738408,1310.8345342882226,4,"Off","On",22.337433791393828,"89.4343850451283"
"3",2,"Monday","No",25.662948733755226,30.348999857259024,1685.3107212683071,1,"On","Off",22.565626835962966,"75.40267273828562"
"6",7,"Friday","No",20.11566664384079,54.36716970667816,1590.2068514046648,0,"Off","On",27.90011506749963,"82.8718863345011"
"10",17,"Monday","No",25.924352532321123,46.12762624090053,1019.3142805825366,8,"On","Off",22.22644552615705,"84.6189650963435"
"1",19,"Tuesday","Yes",20.58737085508797,31.690187947650376,1537.5546362743803,2,"Off","On",23.3068666740746,"72.36662633566371"
"1",17,"Saturday","No",24.867072170252865,56.90693871629079,1872.040324005975,9,"On","Off",27.15550741192109,"77.75822606497373"
"11",11,"Friday","Yes",27.78075343963172,47.51079417748677,1604.128583042291,2,"On","On",5.707116558915254,"81.55501867819906"
"3",8,"Wednesday","No",24.769327242319733,48.88138646796575,1043.7208688159271,7,"On","Off",23.176377552096906,"56.18851938905514"
"8",11,"Friday","No",20.007565,48.088783351828674,1000.512661,9,"Off","Off",21.50411620655865,"57.573029523409616"
"1",16,"Monday","No",21.203472435117007,49.61036981078196,1529.6571154960998,7,"Off","On",17.187331454964607,"63.39384819262403"
"5",16,"Sunday","Yes",23.94301836459761,50.40185997808028,1768.2851806415513,1,"Off","Off",24.80132102435213,"84.75819824335768"
"7",21,"Thursday","Yes",22.701925404662703,40.70513764348231,1427.014485460485,0,"Off","Off",28.53253966325217,"74.05104823864758"
"11",16,"Saturday","No",28.5685364423808,34.94931833025875,1993.43172667149,5,"Off","Off",0.006642,"91.86891226919106"
"9",3,"Thursday","No",21.034348522979126,57.661452455034464,1863.339591419736,8,"Off","On",0.6902670114852496,"71.99211514013177"
"1",17,"Saturday","No",29.95499538529092,55.09653944204392,1107.2029804321808,5,"Off","Off",26.99403988634975,"86.08746919457022"
"2",21,"Tuesday","No",24.58577372088122,36.11300246352433,1210.5364584854522,5,"On","Off",27.444017286553493,"87.17029521230282"
"1",13,"Monday","Yes",20.64424767076612,54.8471999435972,1798.355879296016,7,"Off","Off",5.769555506788077,"66.26932558409561"
"4",12,"Monday","No",29.998671,34.64975781850358,1826.1688661588407,7,"On","On",12.838299550134042,"85.11330760545283"
"5",1,"Tuesday","Yes",24.32293593448564,31.411669669574447,1728.112911003824,2,"On","On",6.542360819253146,"75.4360706553303"
"3",0,"Monday","No",28.439661138113102,41.84634099176926,1000.512661,7,"Off","On",0.006642,"77.75652141328774"
"11",20,"Monday","Yes",23.763421776040413,49.48589085935807,1780.96773474255,6,"Off","On",25.95840001042512,"82.11895258395316"
"8",20,"Tuesday","No",25.735974050515143,53.807912633246666,1284.290385975498,0,"On","On",11.6074632841091,"65.00445291275383"
"10",17,"Monday","Yes",20.007565,59.31505919537482,1423.0600899767535,4,"On","Off",1.9892861483319373,"59.40172907896528"
"3",19,"Tuesday","No",23.18645239347233,52.65007974754028,1815.337382648498,6,"On","On",28.397396278875696,"70.4790858412501"
"1",21,"Tuesday","No",25.81290343443328,30.03266548050545,1835.348135397516,4,"On","Off",0.9295105268845416,"85.1266719907273"
"10",13,"Wednesday","No",21.390297894028976,33.34102070730128,1000.512661,0,"Off","On",10.528439160977772,"65.99602388808295"
"1",17,"Wednesday","No",27.887454181933727,38.85588181573885,1881.7402531544512,0,"Off","On",13.751586174594784,"77.43531155028174"
"5",11,"Sunday","No",25.47948287850806,34.04873974748892,1578.9702050694707,5,"Off","Off",17.596881518198693,"80.44139242325949"
"9",10,"Monday","No",20.007565,48.49670113335336,1999.982252,6,"On","Off",15.121507238508215,"66.7941612359416"
"3",3,"Wednesday","No",21.51582657373841,50.17573834743175,1353.199834206907,6,"Off","On",1.9459960924692263,"72.56314591702271"
"1",19,"Wednesday","No",26.506372227822904,56.16762904744485,1300.4430831373002,3,"Off","Off",12.832198663444268,"69.56901196476844"
"10",15,"Sunday","No",27.59432956141169,56.20855906454519,1261.6911394733984,7,"Off","On",9.558427992841423,"70.68978514230017"
"3",16,"Friday","No",26.71340748106241,41.50550467799757,1878.6723215996544,8,"On","On",23.50600621879117,"85.46065922636397"
"3",5,"Wednesday","No",22.260748131225547,33.16981307680282,1462.943548566956,3,"On","On",5.351311434040824,"74.01888731723083"
"8",19,"Sunday","Yes",29.90375505587016,35.99861696923409,1394.8377637966855,7,"Off","Off",26.326595984601447,"80.41314817286987"
"2",22,"Wednesday","No",22.717299723189683,34.68639799817087,1959.06988313264,6,"Off","On",21.79788892866165,"71.40042116378686"
"5",2,"Friday","Yes",24.6134726963106,47.76454627306384,1086.4313364402522,5,"Off","On",12.655259325528675,"93.41702417767158"
"5",14,"Thursday","Yes",20.007565,50.92538594009308,1153.9540742306497,4,"On","On",21.76715555423487,"68.45954585420453"
"8",2,"Thursday","Yes",21.68350055907597,39.51032672772723,1311.122486265781,9,"On","On",21.125474435005412,"62.92523903708682"
"10",7,"Monday","No",21.867587721226723,45.52692794698087,1713.1767193075452,5,"Off","Off",21.659656834200348,"68.64953772352379"
"7",10,"Wednesday","No",26.76828313611532,57.84885567962315,1641.486772733037,6,"Off","On",15.981646510318532,"93.39961345058056"
"2",5,"Tuesday","Yes",28.295123420876777,42.78462936511858,1141.1617254944274,1,"Off","Off",9.48789903762052,"61.49139444812299"
"8",10,"Saturday","No",21.581820852102915,35.37650052819659,1049.7646643094606,9,"On","Off",3.245462542490727,"83.94257095679443"
"11",10,"Thursday","Yes",25.54996638990074,41.08496102925138,1000.512661,6,"Off","Off",0.006642,"71.09664795165482"
"3",0,"Monday","Yes",20.786670300080026,57.388489273809526,1000.512661,0,"On","Off",24.29594262516597,"84.9136634403337"
"9",20,"Friday","Yes",24.724599237510795,51.43650873651308,1490.130453320185,2,"Off","Off",19.601590927064382,"62.80198060557933"
"9",16,"Thursday","Yes",20.40554434020708,38.22383452854576,1201.9349172742882,6,"On","On",25.55417059289603,"58.14869090653198"
"5",14,"Thursday","Yes",22.556344191818702,36.80529789338946,1817.7062989898989,9,"On","Off",16.085042338936738,"77.9331944070946"
"5",12,"Friday","No",29.998671,41.39279944486788,1160.9426772326965,5,"Off","On",16.396301065200166,"89.50424632703589"
"1",15,"Sunday","Yes",23.114394312824405,49.686432123732175,1422.1394272789994,3,"On","Off",14.503905366089336,"72.58267635779946"
"6",0,"Saturday","No",26.40436306466055,52.19183894987415,1512.0389539866292,3,"Off","On",6.506985564132537,"77.28334204314955"
"3",23,"Sunday","Yes",27.637241245314826,49.79895473840758,1075.5129947345,1,"Off","Off",25.928547150078085,"70.11071748716425"
"4",5,"Monday","Yes",26.3981886739421,51.25968457649723,1033.1280999849462,3,"On","Off",17.03220806115549,"74.3667568969462"
"10",11,"Friday","No",28.34640342231349,48.23795491782643,1903.442697060858,6,"Off","On",23.304215586232644,"84.0095136294646"
"7",22,"Wednesday","Yes",28.79708028080433,31.394100903056728,1385.5986298043845,2,"On","Off",15.548615379618798,"86.24925419469311"
"4",22,"Monday","No",20.352848881497977,51.05506949538494,1000.512661,9,"Off","On",0.006642,"77.4169902594931"
"4",3,"Thursday","Yes",25.95454486264131,49.20744797008653,1022.3378533441082,2,"On","On",5.361413765283081,"90.76128168854228"
"2",1,"Tuesday","No",26.98344484146845,45.603420189035305,1394.2571746784497,5,"Off","On",12.696882277230484,"78.40883003590025"
"10",22,"Saturday","Yes",29.776582686426696,30.015975,1235.8936574287063,2,"Off","Off",26.32837664027583,"83.7744261078972"
"2",22,"Wednesday","No",29.903564462178142,42.49379180511441,1677.9136218745025,5,"Off","Off",14.898544220515916,"86.33804990538727"
"10",20,"Thursday","No",20.007565,52.51667651391543,1711.092074038212,4,"On","On",24.196673159319843,"64.20937802820583"
"8",4,"Friday","No",29.877936635548632,59.969085,1154.78940279005,6,"Off","On",26.409100288558445,"82.73021156643016"
"12",14,"Saturday","No",24.68040058565629,57.82780268589154,1280.537832271699,5,"On","Off",14.172468181448806,"72.07626322543317"
"4",10,"Wednesday","No",22.747791297385163,46.90595221361511,1999.982252,5,"On","On",14.958970425119617,"67.47338836283546"
"3",6,"Monday","No",22.77567013369357,34.32915607388006,1629.7171613404842,9,"On","Off",22.84012539028044,"59.14185651532279"
"4",6,"Thursday","No",28.296810756016352,34.886450133753804,1474.459920093328,8,"Off","Off",7.028002957645804,"82.67315751209087"
"5",0,"Sunday","No",28.258235298943724,35.55940532073791,1644.606556972842,4,"On","On",11.266161166324189,"80.07769948813636"
"4",4,"Wednesday","No",21.567701261393218,49.67135326613279,1734.8457705686783,6,"On","On",0.006642,"69.74561062472003"
"7",10,"Friday","No",21.513439143283488,45.18240735681449,1853.9009000737287,5,"Off","Off",19.67501262255193,"67.57604255555344"
"7",21,"Thursday","No",27.021528681649308,33.226216189366625,1273.9987547534572,8,"Off","Off",22.864136414494208,"83.97988251865233"
"1",19,"Friday","No",25.028103588292623,54.247296602487154,1504.3926724162768,9,"On","Off",19.21904149438416,"77.11135724587183"
"4",12,"Wednesday","No",25.497920347392714,40.80188015152994,1542.1557258210898,9,"On","Off",8.219524916894573,"87.55615168984016"
"1",22,"Wednesday","No",23.796757757044343,31.885487581000984,1751.0716085662878,7,"On","On",28.31338441394594,"94.62784881900978"
"5",2,"Thursday","Yes",22.69256889716047,52.52763015606413,1936.5119530412248,5,"On","Off",28.200202829721807,"75.05427633367061"
"2",15,"Monday","No",22.390822256816417,41.21184932163558,1672.3637083549568,8,"Off","Off",29.77018612011843,"73.93699973318839"
"11",15,"Monday","Yes",27.558303958808345,35.32452023236424,1206.61472958218,1,"On","On",8.092473426837515,"72.80220025966118"
"11",23,"Friday","No",20.06694469336353,42.559915805313054,1487.2078707873222,6,"On","Off",21.18376351873201,"53.89312299640247"
"11",2,"Sunday","Yes",29.998671,44.74334994931301,1020.0699567736416,6,"Off","On",9.486290118845911,"82.74372647655262"
"5",0,"Friday","Yes",24.42927044199845,38.902315638728005,1196.126982807423,0,"Off","Off",0.006642,"62.33930598573159"
"7",15,"Monday","No",25.46297921106464,49.356129571912,1843.2797291991408,2,"On","Off",19.76392043963321,"81.95916495970783"
"12",2,"Monday","No",28.7495471072718,38.69453493885337,1080.5062718456284,2,"On","On",29.965327,"65.85012960188142"
"5",2,"Tuesday","Yes",22.721635742599023,49.164169805103086,1490.1418695382197,3,"Off","Off",6.21704645599424,"65.16767257362072"
"8",21,"Wednesday","Yes",23.856818156279317,30.015975,1060.1667150130115,5,"Off","Off",13.629035306848406,"80.48852819644637"
"12",0,"Saturday","No",26.83602637065699,41.50207454849959,1595.701698193386,4,"Off","On",0.6743421573623758,"77.52223530528832"
"7",3,"Monday","No",26.744175408458283,34.845437891195424,1803.5337638653632,4,"Off","Off",23.122124858951008,"98.26744412869952"
"1",12,"Tuesday","No",27.304802408534588,48.59586683094426,1348.377743921042,7,"Off","On",2.0506823016824005,"72.1170986136019"
"2",1,"Thursday","Yes",26.82303657982087,39.00066354052548,1998.439524928261,3,"On","Off",23.66253403252453,"88.54690591648122"
"11",6,"Wednesday","Yes",25.552078044212504,52.1320225319995,1000.512661,3,"On","Off",23.38616428826585,"79.86684497391755"
"5",8,"Saturday","No",23.484689034146676,39.58018359617422,1828.5066190342704,3,"Off","Off",22.359959090435662,"77.8304850403605"
"6",6,"Sunday","Yes",22.885107882490843,38.73487871432743,1057.765079943533,9,"On","Off",6.963938172509772,"87.70292149633215"
"10",14,"Monday","No",21.519813037971304,37.74628565162569,1529.1494763565545,8,"Off","Off",15.68986100486003,"76.03152878662566"
"4",18,"Sunday","Yes",23.733996521137644,59.51916094122381,1000.512661,0,"On","Off",2.285674532703074,"90.46279990707076"
"1",7,"Monday","No",29.76420304471216,40.90101345316904,1463.830142637306,6,"On","On",15.3214993359711,"99.20111959032307"
"10",15,"Wednesday","No",25.121164387780304,53.47834428496335,1222.19426449185,7,"On","On",29.965327,"82.0540234069946"
"6",1,"Sunday","Yes",23.88605079751429,59.15800182675019,1322.7922214101302,5,"Off","On",26.97746522891689,"76.57800648293431"
"9",19,"Saturday","Yes",22.5501580853594,55.30960657314997,1676.002539307709,2,"Off","On",26.40364043464065,"69.44084920339809"
"1",19,"Saturday","Yes",27.63139001845522,36.14029374467184,1251.553720835332,4,"On","On",8.848082816473534,"82.07757940317406"
"3",1,"Tuesday","Yes",21.09428331909861,46.7728214508487,1539.3675694617923,5,"On","On",29.965327,"69.618131282172"
"12",16,"Friday","No",20.007565,46.71459856401325,1306.4031463981378,9,"On","On",0.006642,"73.89116122397385"
"4",5,"Friday","No",28.85528893296783,50.8152313252522,1187.8998340598605,9,"Off","Off",9.771762436917054,"81.34068593022104"
"1",23,"Sunday","Yes",25.325159742225043,44.76713008033674,1083.1065797222857,3,"On","On",6.777270582584625,"85.39366027138668"
"4",23,"Tuesday","No",28.447526720797395,59.969085,1575.0067697683037,4,"Off","Off",25.65804451851928,"81.1656302300322"
"5",21,"Monday","No",27.754741105201887,55.569180633461066,1991.3264177420424,4,"Off","Off",14.724812723696049,"74.97115661276897"
"1",13,"Friday","No",28.70614546897817,59.50292368784949,1491.640156547816,0,"Off","On",25.08359738264604,"85.45715502934821"
"6",22,"Monday","No",24.64972251837907,33.737769562501185,1653.71246304609,8,"On","Off",29.965327,"67.08140836900057"
"12",22,"Saturday","No",23.619487748195592,45.38096874956994,1679.6728504850337,1,"On","On",8.839746144345312,"75.85712301505559"
"4",8,"Friday","Yes",20.898519155030552,54.5272622754992,1288.395993458776,7,"Off","Off",11.68782213448596,"70.74381709265725"
"9",4,"Tuesday","No",23.482783766524744,34.40916593821658,1323.8328016605258,1,"Off","On",28.256011512253156,"69.91656129829313"
"6",18,"Saturday","No",23.08422922737467,53.70130945951492,1522.3923775687915,1,"Off","On",15.54895474188881,"75.70089045606437"
"12",9,"Sunday","Yes",23.109085921003988,49.8274081573416,1502.9439634033258,7,"On","Off",29.965327,"82.82569098424858"
"1",0,"Tuesday","Yes",23.918155720609352,36.10532947156008,1724.907510968152,4,"On","Off",23.249552404774324,"79.40597494954525"
"12",17,"Sunday","Yes",25.332158503094742,54.23479032118589,1457.1368520318504,0,"Off","On",16.27350072252713,"80.9148049365076"
"1",6,"Thursday","No",23.707597426615944,30.01597450346074,1569.6341366575257,3,"Off","Off",23.11676456342053,"63.92393849450811"
"7",3,"Sunday","Yes",25.975613789605017,43.987922770963,1878.323589953304,5,"Off","On",0.006642,"91.23313301279455"
"12",1,"Sunday","No",20.007565,35.802928117456844,1999.982252,6,"Off","On",17.765248203861763,"58.76201136237684"
"10",18,"Wednesday","Yes",24.50281547265959,41.66800938654945,1265.730132933273,0,"Off","On",17.146259454400404,"78.45736326285139"
"3",5,"Saturday","Yes",29.998671,44.17273643571334,1879.9581773851216,5,"Off","On",0.006642,"91.74232779785136"
"1",18,"Sunday","Yes",25.52497334805681,37.24876761507294,1087.803992387174,5,"Off","Off",8.686977363773945,"79.21063420495611"
"2",10,"Monday","No",26.546250733650165,41.28842308563003,1870.8443674668265,6,"Off","Off",10.218423476786976,"79.10797904501618"
"5",11,"Thursday","No",20.007565,53.38118421775448,1999.982252,6,"Off","On",0.006642,"53.263278"
"7",21,"Sunday","No",28.35543003461233,42.16331838404176,1750.7078118677312,7,"Off","On",17.684027395608272,"95.25222181803537"
"10",19,"Thursday","No",24.151573630209008,37.28524429298452,1052.9846148962977,1,"Off","On",5.344244011207289,"71.97617759355923"
"1",18,"Saturday","Yes",22.25393776775444,39.75479364053831,1899.08752553056,7,"On","Off",26.92693129299685,"74.57680497677092"
"10",4,"Wednesday","No",28.5548430490928,56.91949641798176,1458.8220839263906,4,"Off","Off",11.672943426033257,"82.99308541890909"
"9",19,"Wednesday","No",25.71494515758598,52.842679960064,1405.0587210570727,3,"On","Off",13.584561194868442,"70.24584957814929"
"6",13,"Monday","No",25.82466988033327,40.99661768152456,1730.9976465937984,0,"Off","On",20.024421892961936,"67.22045426960905"
"11",3,"Sunday","Yes",24.823500240385517,59.969085,1597.4617198269952,6,"On","Off",22.570267780701187,"80.60296267908443"
"8",14,"Saturday","No",26.93730418166735,59.07476072723134,1025.241333794753,7,"Off","On",1.177994418790972,"90.66531472206556"
"5",12,"Thursday","No",20.76909788565112,48.74073320166169,1315.415209136772,3,"Off","On",23.38723075295525,"68.80215887454304"
"2",2,"Sunday","Yes",22.718206905120223,59.72982547050096,1727.5634947445246,2,"Off","On",13.502205653541935,"72.04003409880633"
"2",12,"Wednesday","Yes",22.33810761724797,52.79628694252765,1935.5809174833164,5,"Off","Off",18.68375439725792,"69.88707787274514"
"9",19,"Sunday","Yes",29.772131869612384,43.98776109194045,1457.448340016631,1,"Off","On",4.073797313244244,"73.3815038792944"
"9",22,"Sunday","No",29.998671,58.17346646790479,1918.113033896684,9,"On","On",9.36820154810213,"90.7238117542696"
"8",3,"Tuesday","No",27.421588380180346,56.49788838697342,1658.4150482115751,6,"Off","Off",29.965327,"73.51166448486185"
"8",6,"Monday","Yes",24.38348653468985,42.82728791229985,1147.4530663338976,7,"Off","On",20.584341566924323,"71.90187734464597"
"6",2,"Sunday","No",27.106709377626,56.88193040807524,1443.818828069266,2,"On","On",9.537114540378784,"66.31211986951728"
"1",19,"Thursday","Yes",28.49026590088053,44.50404118903296,1844.7772007556207,0,"Off","On",29.35010468425103,"80.0038474890762"
"12",20,"Friday","No",26.986393172372967,55.74634492261907,1563.1244079232345,1,"Off","On",27.659717706031195,"79.33483356260274"
"10",20,"Wednesday","Yes",27.366297472142566,58.114833625270215,1290.4521448845833,6,"Off","On",2.774837871271571,"81.97148867957229"
"6",14,"Thursday","Yes",21.520090864467704,55.19080464244826,1156.866800272686,9,"Off","On",11.546024850049893,"66.3695209836687"
"3",19,"Tuesday","No",28.872743886243697,35.839958264583935,1762.1302522673216,6,"Off","On",20.56799937009404,"89.12311829705557"
"10",9,"Saturday","Yes",29.145454453254477,38.8192030332415,1365.6305594506966,9,"On","On",18.15728215663109,"89.28830331495607"
"8",21,"Sunday","Yes",25.71630187431718,39.26587247824656,1346.7995248820378,5,"Off","On",23.91627992514898,"73.23336925161922"
"1",4,"Tuesday","No",20.26763985609399,58.92163799081712,1086.861527575797,5,"On","On",17.838245284760543,"71.22118707426318"
"6",7,"Sunday","No",28.083663503631268,36.08027282724848,1965.854204660132,8,"On","Off",6.428108803909091,"73.44487473165232"
"1",17,"Thursday","Yes",23.7735818545226,32.34948184718398,1628.923441792846,7,"On","On",8.094987416276002,"79.52856103834532"
"3",15,"Wednesday","No",29.998671,43.79899629428864,1404.0585791196036,3,"On","On",7.1593370479669725,"87.55329816984165"
"4",14,"Friday","Yes",26.06052723213953,36.56199686741977,1456.629634363908,7,"On","On",17.156198503348243,"77.1393331582415"
"8",18,"Sunday","No",29.998671,30.73757058525331,1000.512661,1,"On","Off",26.563615045876787,"71.97454924822065"
"6",17,"Saturday","Yes",21.73879101434529,53.195139068059774,1352.22666832276,8,"Off","Off",27.072676789680926,"75.10058408480745"
"1",18,"Monday","Yes",24.11929022638841,48.55222452401847,1666.8776360985362,4,"On","On",11.136795150970796,"82.22345612034907"
"8",21,"Wednesday","No",25.636787295118253,47.820723126676256,1999.982252,7,"Off","On",8.895886054515232,"70.24204644691484"
"5",8,"Tuesday","Yes",21.690220649777583,33.01826978038488,1893.6083071277008,7,"Off","Off",17.54010705861915,"82.02759507014278"
"6",23,"Monday","No",26.2996250171924,38.49880382364452,1593.3374059282532,4,"On","Off",12.500381769877018,"85.02332165322544"
"1",7,"Saturday","Yes",29.64724750882625,56.630482788647456,1930.909344365422,7,"On","Off",3.772035157205731,"87.24482058496623"
"6",20,"Friday","Yes",28.95028792961353,31.202876985017305,1923.8486363908069,6,"On","On",1.370159855611604,"75.14214058076215"
"4",5,"Saturday","Yes",23.84843058880651,58.33110769445494,1146.1814117828326,1,"Off","Off",22.50829366841566,"72.01059377802025"
"10",20,"Sunday","Yes",24.147225281057047,42.19618200730804,1239.529430218669,2,"Off","On",1.7689052795935494,"67.35395136643481"
"8",14,"Tuesday","Yes",27.0900326668943,46.7211370000396,1716.903682521213,1,"On","Off",20.86852293992484,"92.43354015882124"
"2",5,"Friday","Yes",21.396571549628003,59.67847838025118,1130.632070668545,3,"Off","Off",19.44168405422358,"71.77578114103045"
"3",20,"Tuesday","No",29.36906141160036,55.24580992625336,1423.813479598581,0,"On","Off",18.968682445827508,"64.66576885526534"
"1",22,"Sunday","Yes",22.87904856617314,30.35776228999121,1162.659354413115,7,"On","On",13.390538929932507,"81.91707933111346"
"2",5,"Monday","Yes",28.343899535201125,50.747626883594975,1345.8167755377249,0,"Off","Off",29.94471443142472,"82.97682702420613"
"5",20,"Wednesday","No",26.35898145465828,59.969085,1999.982252,0,"On","Off",0.1516528065237832,"77.60496560220506"
"7",7,"Sunday","No",23.97886380789732,52.22025648005127,1391.6013245249108,3,"On","Off",16.126202125780534,"70.70857650828711"
"6",23,"Tuesday","No",21.638416081164745,52.56047130162929,1796.399718595051,6,"Off","Off",1.137131531912038,"73.21714519419109"
"12",19,"Sunday","Yes",25.036340585277728,39.58141824886476,1275.8627607142157,8,"Off","Off",25.384727096875707,"72.85431259209334"
